Taxa,sol_VH,sol_Mo,tot,lab,occ,stp,PHO,PNZ,POL,TP,extP
IS23687.D1EYBACXX.1.250137789,0,100,297.1404114,21.5375824,112.173912,299.1338806,NA,NA,NA,NA,24
IS23693.D1EYBACXX.1.250137790,0,100,503.8467712,36.5202446,190.2079315,305.7626343,1000,2878,534,500,24
IS23694.D1EYBACXX.1.250137791,20,20,321.8891602,34.7212944,69.44468689,449.9821472,NA,1682,483,300,23
IS23698.D1EYBACXX.1.250137792,0,100,503.8467712,36.5202446,190.2079315,354.35495,1000,2878,534,500,23
IS23700.D1EYBACXX.1.250137793,10,10,116.9999924,7.259714127,69.35140228,431.6524658,NA,4687,NA,400,20
IS23711.D1EYBACXX.1.250137794,0,0,116.9999924,7.259714127,69.35140228,377.1448059,NA,5029,NA,400,23
IS2379.D0D0HACXX.5.250046286,0,100,867.7362061,74.24043274,149.9053345,418.0159912,200,3109,487,600,23
IS2382.D0D0HACXX.5.250046287,0,100,867.7362061,74.24043274,149.9053345,418.0159912,200,3109,487,600,23
IS2397.D0D0HACXX.5.250046289,0,100,867.7362061,74.24043274,149.9053345,418.0159912,200,3109,487,600,23
IS2416.70MUKAAXX.1.250006449,0,100,867.7362061,74.24043274,149.9053345,418.0159912,200,3109,487,600,23
IS24283.D1EYBACXX.1.250137795,10,90,545.8120117,58.87522888,117.7540283,530.5193481,NA,1838,NA,600,23
IS24286.D1EYBACXX.1.250137797,90,10,545.8120117,67.43858337,124.3141403,698.0721436,NA,NA,NA,NA,21
IS24287.D1EYBACXX.1.250137798,0,90,312,21.55355644,156.7319489,427.3246155,200,2992,NA,600,23
IS24288.D1EYBACXX.1.250137799,10,90,485.1662903,52.33354568,104.6702576,558.2012329,NA,1838,NA,600,21
IS24292.D1EYBACXX.1.250137800,0,80,206.9999847,14.29995537,103.9856186,350.9841614,NA,2977,NA,600,23
IS24294.D1EYBACXX.1.250137801,10,10,297.1404114,21.5375824,112.173912,357.4595947,NA,4658,NA,400,23
IS24297.D1EYBACXX.1.250137802,0,30,321.8891602,34.7212944,69.44468689,458.0057678,NA,1715,600,300,22
IS24299.D1EYBACXX.1.250137803,60,20,321.8891602,34.7212944,69.44468689,431.7578125,NA,NA,NA,NA,24
IS2430.70MUKAAXX.1.250006461,0,100,1323.805298,142.7952271,285.5990906,341.8380127,NA,NA,NA,NA,23
IS24302.D1EYBACXX.1.250137804,90,10,1323.805298,142.7952271,285.5990906,323.2458191,1000,2493,NA,400,23
IS24308.D1EYBACXX.1.250137805,0,40,350.999939,24.24774933,176.32341,370.2558289,1000,3086,NA,500,27
IS24309.D1EYBACXX.1.250137806,0,80,350.999939,24.24774933,176.32341,476.9546814,NA,2977,NA,600,24
IS24713.B064FABXX.1.250009985,0,0,503.8467712,36.5202446,190.2079315,398.923645,700,2525,508,500,23
IS24775.D0D0HACXX.5.250046090,0,0,545.8120117,58.87522888,117.7540283,392.774292,NA,2078,NA,500,25
IS24786.B064FABXX.1.250009997,0,0,545.8120117,58.87522888,117.7540283,392.774292,NA,2078,NA,500,25
IS24875.D1EYBACXX.1.250137819,0,67,545.8120117,58.87522888,117.7540283,455.7965088,NA,1987,NA,500,23
IS25055.B064FABXX.1.250009954,0,100,193.5914917,14.03206253,73.08300781,381.8388062,1000,1404,913,100,20
IS25098.D1EYBACXX.1.250137820,0,100,193.5914917,14.03206253,73.08300781,327.8293762,800,2296,506,500,21
IS25506.D1EYBACXX.1.250137821,20,10,201.5,12.502841,119.4385452,566.4578857,NA,4914,NA,400,21
IS25543.D1EYBACXX.1.250137822,80,10,604.5,41.7600174,303.6681519,701.821106,NA,NA,NA,NA,20
IS25548.MRG.4.250047537,80,10,116.9999924,7.259714127,69.35140228,585.907959,NA,NA,NA,NA,24
IS25670.D1EYBACXX.1.250137823,0,50,193.5914917,14.03206253,73.08300781,417.8484802,NA,NA,NA,NA,22
IS25690.D1EYBACXX.1.250137824,0,80,193.5914917,14.03206253,73.08300781,440.8154602,1000,1512,913,200,19
IS25694.D1EYBACXX.1.250137825,0,0,321.8891602,34.7212944,69.44468689,400.9623718,NA,901,508,200,17
IS25702.628P7AAXX.7.250007063,0,0,297.1404114,21.5375824,112.173912,379.6945801,0,4954,658,800,22
IS25706.D1EYBACXX.1.250137826,0,0,297.1404114,21.5375824,112.173912,410.7553711,NA,901,508,200,22
IS25708.D1EYBACXX.1.250137827,0,0,297.1404114,25.42227936,51.33234406,391.9570618,NA,901,508,200,20
IS25722.D1EYBACXX.1.250137828,0,100,297.1404114,21.5375824,112.173912,444.5969543,NA,2578,791,600,25
IS25732.MRG.4.250047538,0,100,321.8891602,34.7212944,69.44468689,395.8481445,NA,NA,NA,NA,26
IS25733.B064FABXX.1.250009950,0,0,297.1404114,21.5375824,112.173912,379.6945801,NA,901,508,200,20
IS25752.D1EYBACXX.1.250137829,0,50,209.7156677,22.62144661,45.24427032,355.3007202,1000,2047,523,500,17
IS25766.D1EYBACXX.1.250137830,0,100,297.1404114,25.42227936,51.33234406,527.6031494,0,3574,371,700,14
IS25772.D1EYBACXX.1.250137831,0,40,485.1662903,52.33354568,104.6702576,424.790741,NA,1950,NA,500,24
IS25783.D1EYBACXX.1.250137832,0,100,209.7156677,22.62144661,45.24427032,433.5985718,NA,NA,NA,NA,23
IS25784.D1EYBACXX.1.250137833,0,40,209.7156677,22.62144661,45.24427032,362.5830078,NA,1912,NA,500,25
IS25798.D1EYBACXX.1.250137834,0,40,545.8120117,58.87522888,117.7540283,414.9808044,61,3329,621,700,24
IS25804.D1EYBACXX.1.250137835,0,50,940.0096436,101.3962326,202.7986298,387.8571167,NA,NA,NA,NA,26
IS25812.D1EYBACXX.1.250137836,0,40,209.7156677,22.62144661,45.24427032,390.3330078,NA,1912,NA,500,26
IS25816.D1EYBACXX.1.250137837,100,0,297.1404114,21.5375824,112.173912,436.5143127,NA,NA,NA,NA,21
IS25836.B064FABXX.1.250010010,0,50,321.8891602,34.7212944,69.44468689,475.7989502,NA,NA,NA,NA,25
IS25839.D1EYBACXX.1.250137838,0,80,193.5914917,14.03206253,73.08300781,406.6958008,NA,NA,NA,NA,19
IS25848.D0D0HACXX.5.250046091,0,40,209.7156677,22.62144661,45.24427032,406.4049988,NA,1838,NA,600,27
IS25865.D1EYBACXX.1.250137839,0,40,209.7156677,22.62144661,45.24427032,380.8882446,61,3329,621,700,26
IS25868.D1EYBACXX.1.250137840,0,40,940.0096436,101.3962326,202.7986298,369.8807373,NA,1912,NA,500,29
IS25877.D1EYBACXX.1.250137841,0,100,867.7362061,62.89599228,327.5803528,414.7714844,NA,NA,NA,NA,22
IS25888.D1EYBACXX.1.250137842,0,80,193.5914917,14.03206253,73.08300781,457.3389282,1000,1512,913,200,22
IS25912.D1EYBACXX.1.250137843,0,30,193.5914917,14.03206253,73.08300781,466.5393372,NA,1838,NA,600,25
IS25913.D1EYBACXX.1.250137844,0,100,209.7156677,22.62144661,45.24427032,483.4703674,NA,NA,NA,NA,22
IS25921.D1EYBACXX.1.250137845,0,100,209.7156677,22.62144661,45.24427032,483.4703674,NA,NA,NA,NA,24
IS25931.D1EYBACXX.1.250137846,0,100,545.8120117,58.87522888,117.7540283,384.0753784,NA,NA,NA,NA,27
IS25936.D1EYBACXX.1.250137847,30,70,485.1662903,52.33354568,104.6702576,414.5970764,1000,2137,523,500,20
IS25945.D1EYBACXX.1.250138133,0,100,447.8638611,32.46244431,169.0737457,377.5475769,1000,2137,523,500,20
IS25966.D1EYBACXX.1.250138134,30,70,447.8638611,32.46244431,169.0737457,443.307373,NA,NA,NA,NA,19
IS25985.D1EYBACXX.1.250138135,40,0,350.999939,24.24774933,176.32341,370.0655518,1000,3098,NA,500,20
IS25987.D1EYBACXX.1.250138136,20,20,447.8638611,32.46244431,169.0737457,432.9483643,800,3139,NA,500,18
IS25989.MRG.4.250047541,0,100,447.8638611,32.46244431,169.0737457,435.5030518,1000,2137,523,500,21
IS26000.D1EYBACXX.1.250138137,0,80,193.5914917,14.03206253,73.08300781,401.2055664,1000,2401,684,500,20
IS26005.D1EYBACXX.1.250138138,100,0,193.5914917,14.03206253,73.08300781,395.5680237,NA,NA,NA,NA,21
IS26008.D1EYBACXX.1.250138139,0,80,447.8638611,32.46244431,169.0737457,372.1534424,1000,2077,523,500,19
IS26025.MRG.4.250047542,0,80,193.5914917,14.03206253,73.08300781,411.5345459,1000,2137,523,500,20
IS26031.D1EYBACXX.1.250138140,0,80,209.7156677,25.91171837,47.76483917,433.7200317,1000,2137,523,500,20
IS26056.D1EYBACXX.1.250138141,0,80,193.5914917,14.03206253,73.08300781,407.8313904,1000,2137,523,500,21
IS26072.D1EYBACXX.1.250138142,0,80,193.5914917,14.03206253,73.08300781,418.7338257,1000,2137,523,500,20
IS26090.D1EYBACXX.1.250138143,0,100,297.1404114,25.42227936,51.33234406,405.1194763,0,3574,371,700,6
IS26091.D1EYBACXX.1.250138144,0,100,321.8891602,34.7212944,69.44468689,356.0115967,NA,NA,NA,NA,13
IS26101.D1EYBACXX.1.250138145,0,0,321.8891602,34.7212944,69.44468689,406.9074402,NA,1395,NA,200,7
IS26103.D1EYBACXX.1.250138146,0,0,NA,NA,NA,407.1967773,NA,1395,NA,200,14
IS26108.D1EYBACXX.1.250138147,0,0,NA,NA,NA,430.1496582,NA,901,508,200,17
IS26110.B064FABXX.1.250010016,0,0,545.8120117,58.87522888,117.7540283,317.6113281,NA,1395,NA,200,12
IS26123.D1EYBACXX.1.250138148,0,0,209.7156677,22.62144661,45.24427032,394.7410583,NA,1568,NA,300,19
IS26131.D1EYBACXX.1.250138149,0,0,193.5914917,14.03206253,73.08300781,330.1627197,NA,901,508,200,12
IS26136.D1EYBACXX.1.250138150,0,40,209.7156677,22.62144661,45.24427032,385.7183838,NA,NA,NA,NA,18
IS26137.D1EYBACXX.1.250138151,0,80,297.1404114,21.5375824,112.173912,310.2868042,1000,1512,913,200,17
IS26142.D1EYBACXX.1.250138152,0,100,193.5914917,14.03206253,73.08300781,427.0805664,NA,2548,1006,600,16
IS26147.D1EYBACXX.1.250138153,0,80,297.1404114,21.5375824,112.173912,414.4448242,1000,2137,523,500,19
IS26148.D1EYBACXX.1.250138154,0,40,209.7156677,22.62144661,45.24427032,434.3820801,NA,1912,NA,500,26
IS26198.D0D0HACXX.5.250046092,0,100,209.7156677,22.62144661,45.24427032,363.1130066,1000,1404,913,100,21
IS26222.MRG.4.250047544,0,100,209.7156677,22.62144661,45.24427032,363.1130066,NA,NA,NA,NA,23
IS26224.D0D0HACXX.5.250046093,0,70,209.7156677,22.62144661,45.24427032,364.9673462,1000,2137,523,500,20
IS26282.D1EYBACXX.1.250138155,0,80,193.5914917,14.03206253,73.08300781,357.5087891,1000,1673,694,200,20
IS26285.D1EYBACXX.1.250138156,0,80,209.7156677,22.62144661,45.24427032,364.9673462,1000,1673,694,200,21
IS26370.D1EYBACXX.1.250138157,0,100,545.8120117,58.87522888,117.7540283,354.9654541,NA,1987,NA,500,22
IS26376.D1EYBACXX.1.250138158,0,100,503.8467712,27.33721352,237.9016266,313.3716736,1000,2137,523,500,22
IS26390.D1EYBACXX.1.250138159,0,100,503.8467712,36.5202446,190.2079315,369.3069763,1000,2137,523,500,21
IS26404.D1EYBACXX.1.250138161,0,100,321.8891602,34.7212944,69.44468689,447.6812439,NA,NA,NA,NA,21
IS26419.D1EYBACXX.1.250138162,5,40,206.9999847,14.29995537,103.9856186,339.7249451,NA,NA,NA,NA,20
IS26434.D1EYBACXX.1.250138163,0,90,503.8467712,36.5202446,190.2079315,420.7168274,1000,2137,523,500,23
IS26485.D1EYBACXX.1.250138164,0,100,503.8467712,36.5202446,190.2079315,370.9660645,1000,1404,913,100,21
IS26516.D1EYBACXX.1.250138165,0,0,272.3787231,19.74278259,102.826088,396.4020691,NA,1702,466,300,21
IS26532.D1EYBACXX.1.250138166,0,90,503.8467712,36.5202446,190.2079315,460.2312927,1000,2137,523,500,21
IS26540.D1EYBACXX.1.250138167,0,90,503.8467712,36.5202446,190.2079315,375.2343445,1000,2137,523,500,23
IS26548.D1EYBACXX.1.250138168,0,90,447.8638611,32.46244431,169.0737457,355.2105103,1000,2137,523,500,21
IS26565.D1EYBACXX.1.250138169,0,100,321.8891602,34.7212944,69.44468689,360.6759644,NA,1987,NA,500,22
IS26566.D1EYBACXX.1.250138170,0,100,NA,NA,NA,NA,NA,2197,NA,400,21
IS26575.D1EYBACXX.1.250138171,0,100,297.1404114,21.5375824,112.173912,358.6487427,1000,1673,694,200,23
IS26576.D1EYBACXX.1.250138172,0,100,272.3787231,19.74278259,102.826088,358.7109985,1000,1404,913,100,22
IS26579.D1EYBACXX.1.250138173,0,90,447.8638611,32.46244431,169.0737457,406.6362,800,2322,516,500,21
IS26588.D1EYBACXX.1.250138174,0,100,503.8467712,36.5202446,190.2079315,395.6322632,800,2322,516,500,23
IS26594.D1EYBACXX.1.250138175,0,100,503.8467712,36.5202446,190.2079315,366.2895508,1000,2137,523,500,21
IS26596.D1EYBACXX.1.250138176,30,60,503.8467712,36.5202446,190.2079315,325.0029907,800,2322,516,500,22
IS26598.D1EYBACXX.1.250138177,0,100,503.8467712,36.5202446,190.2079315,366.2895508,1000,2137,523,500,21
IS26602.D1EYBACXX.1.250138178,30,60,447.8638611,32.46244431,169.0737457,293.1629639,800,2322,516,500,22
IS26634.D1EYBACXX.1.250138179,0,10,206.9999847,14.29995537,103.9856186,368.1773682,NA,3318,NA,300,21
IS26635.D1EYBACXX.1.250138180,0,30,321.8891602,39.77147675,73.31347656,384.7621155,0,2394,405,400,21
IS26638.D1EYBACXX.1.250138181,0,5,189.75,13.10829258,95.32015991,541.4383545,NA,3954,NA,300,22
IS26641.D1EYBACXX.1.250138182,10,10,63.24999619,3.924589157,37.4912529,798.8947144,NA,5077,NA,400,23
IS26837.D1EYBACXX.1.250138185,0,60,321.8891602,39.77147675,73.31347656,401.6410522,NA,2979,770,600,25
IS27071.D1EYBACXX.1.250138191,0,70,503.8467712,36.5202446,190.2079315,396.5643005,1000,1766,518,400,24
IS27087.D1EYBACXX.1.250138192,0,100,867.7362061,47.08076096,409.7195129,375.7237244,NA,4309,792,800,25
IS27100.D1EYBACXX.1.250138193,0,90,104,6.4530797,61.64570236,492.7823181,1000,2013,521,400,24
IS27123.D1EYBACXX.1.250138194,0,40,193.5914917,14.03206253,73.08300781,350.5473022,NA,1383,782,300,18
IS27129.D1EYBACXX.1.250138195,30,10,503.8467712,36.5202446,190.2079315,478.6666565,NA,2135,508,300,19
IS27132.D1EYBACXX.1.250138196,0,90,321.8891602,34.7212944,69.44468689,399.5733948,10,4498,697,800,16
IS27137.D1EYBACXX.1.250138197,0,100,447.8638611,32.46244431,169.0737457,422.5138245,NA,NA,NA,NA,22
IS27139.D1EYBACXX.1.250138198,0,90,193.5914917,14.03206253,73.08300781,444.643219,NA,1708,866,400,22
IS27146.70MUKAAXX.1.250006389,0,90,503.8467712,36.5202446,190.2079315,544.0129395,1000,1646,688,200,23
IS27156.D1EYBACXX.1.250138199,0,70,503.8467712,36.5202446,190.2079315,388.3204346,1000,3137,539,400,22
IS27164.70MUKAAXX.1.250006426,0,90,447.8638611,32.46244431,169.0737457,363.0210266,1000,2013,521,400,18
IS27165.D1EYBACXX.1.250138200,0,90,503.8467712,36.5202446,190.2079315,438.9899597,1000,2013,521,400,21
IS27167.D1EYBACXX.1.250138201,0,100,209.7156677,22.62144661,45.24427032,451.486908,NA,4309,792,800,20
IS27169.D1EYBACXX.1.250138202,0,90,297.1404114,21.5375824,112.173912,421.9315186,1000,1494,979,200,19
IS27179.D1EYBACXX.1.250138203,0,100,545.8120117,58.87522888,117.7540283,422.0440063,1000,1404,913,100,22
IS27215.D1EYBACXX.1.250138204,0,100,545.8120117,58.87522888,117.7540283,405.3614502,NA,4309,792,800,23
IS27222.D1EYBACXX.1.250138205,0,90,447.8638611,32.46244431,169.0737457,437.7294006,1000,2013,521,400,22
IS27233.D1EYBACXX.1.250138206,0,60,321.8891602,34.7212944,69.44468689,345.9522095,NA,2166,907,300,23
IS27253.D1EYBACXX.1.250138207,0,70,867.7362061,62.89599228,327.5803528,431.2189941,1000,1253,791,100,22
IS27287.D0D0HACXX.5.250046095,0,40,485.1662903,52.33354568,104.6702576,384.6290588,1000,2047,523,500,20
IS27292.D1EYBACXX.1.250138208,0,0,545.8120117,58.87522888,117.7540283,372.9439087,NA,1395,NA,200,16
IS27336.D1EYBACXX.1.250138209,0,30,209.7156677,22.62144661,45.24427032,322.1678467,NA,1568,NA,300,17
IS27387.D1EYBACXX.1.250138210,0,70,297.1404114,16.12194824,140.3009796,390.6775513,NA,3530,906,600,20
IS27393.D1EYBACXX.1.250138211,0,70,485.1662903,52.33354568,104.6702576,393.8093262,1000,2037,523,500,21
IS27490.70MUKAAXX.1.250006429,0,0,193.5914917,14.03206253,73.08300781,452.6859741,1000,2047,523,500,20
IS27502.D1EYBACXX.1.250138212,0,40,193.5914917,14.03206253,73.08300781,366.3694763,NA,1912,NA,500,21
IS27527.D1EYBACXX.1.250138213,0,80,447.8638611,32.46244431,169.0737457,414.1228333,17,4544,632,800,21
IS27557.MRG.4.250047552,0,70,447.8638611,32.46244431,169.0737457,445.2530823,1000,2037,523,500,22
IS27587.B064FABXX.1.250009955,0,90,321.8891602,39.77147675,73.31347656,451.8901062,NA,2670,676,600,24
IS27599.B064FABXX.1.250009967,0,30,297.1404114,21.5375824,112.173912,596.4394531,NA,2823,NA,400,21
IS27680.D1EYBACXX.1.250138214,30,0,206.9999847,14.29995537,103.9856186,413.0556641,NA,4653,NA,400,19
IS27697.MRG.4.250047553,30,10,44.95454407,2.789377451,26.64667702,420.4004822,NA,4264,NA,500,20
IS27708.D1EYBACXX.1.250138215,20,0,104,6.4530797,61.64570236,465.9049683,NA,4609,NA,400,20
IS27717.D1EYBACXX.1.250138216,20,20,104,6.4530797,61.64570236,419.241272,NA,4315,NA,400,19
IS27726.D1EYBACXX.1.250138217,20,20,116.9999924,7.259714127,69.35140228,364.5293884,NA,4232,NA,500,19
IS27736.D1EYBACXX.1.250138218,0,50,485.1662903,52.33354568,104.6702576,377.9365234,NA,NA,NA,NA,23
IS27740.D1EYBACXX.1.250138219,20,20,104,6.4530797,61.64570236,478.3133545,NA,4315,NA,400,23
IS27766.D1EYBACXX.1.250138220,0,34,44.95454407,2.789377451,26.64667702,418.2453308,NA,4905,NA,400,23
IS27775.D1EYBACXX.1.250138221,0,10,104,6.4530797,61.64570236,385.5750427,NA,4609,NA,400,21
IS27855.B064FABXX.1.250009999,0,80,297.1404114,21.5375824,112.173912,406.690979,700,2231,632,400,23
IS27858.D1EYBACXX.1.250138222,0,80,193.5914917,14.03206253,73.08300781,548.5718384,1000,1770,718,300,21
IS27859.D1EYBACXX.1.250138223,0,20,545.8120117,67.43858337,124.3141403,463.3071289,100,4251,502,700,23
IS27887.MRG.4.250047555,0,50,545.8120117,58.87522888,117.7540283,505.0764465,700,2231,632,400,19
IS27912.MRG.4.250047556,0,80,193.5914917,14.03206253,73.08300781,535.706604,1000,2137,523,500,21
IS29187.MRG.4.250047567,0,0,104,6.4530797,61.64570236,578.3590698,NA,5273,NA,400,24
IS29228.D1EYBACXX.1.250138011,0,10,297.1404114,21.5375824,112.173912,439.2497559,NA,2970,NA,500,26
IS29233.70MUKAAXX.1.250006441,0,0,116.9999924,7.259714127,69.35140228,508.8514709,NA,5273,NA,400,25
IS29239.MRG.4.250047569,0,0,116.9999924,7.259714127,69.35140228,508.8514709,NA,5273,NA,400,25
IS29241.MRG.4.250047570,0,0,116.9999924,7.259714127,69.35140228,508.8514709,NA,5273,NA,400,25
IS29304.MRG.4.250047572,0,0,104,6.4530797,61.64570236,578.3590698,NA,5273,NA,400,24
IS29310.70MUKAAXX.1.250006453,0,10,447.8638611,32.46244431,169.0737457,448.7539063,NA,2970,NA,500,27
IS29314.MRG.4.250047573,0,10,447.8638611,32.46244431,169.0737457,448.7539063,NA,2970,NA,500,27
IS29326.MRG.4.250047605,0,0,116.9999924,7.259714127,69.35140228,508.8514709,NA,5273,NA,400,25
IS29335.MRG.4.250047606,0,0,116.9999924,7.259714127,69.35140228,508.8514709,NA,5273,NA,400,25
IS29358.MRG.4.250047607,0,70,940.0096436,101.3962326,202.7986298,596.7023315,NA,3009,NA,500,21
IS29392.MRG.4.250047608,0,67,940.0096436,101.3962326,202.7986298,670.6390381,500,3868,523,700,27
IS29407.70MUKAAXX.1.250006382,0,67,940.0096436,101.3962326,202.7986298,670.6390381,500,3868,523,700,26
IS29409.70MUKAAXX.1.250006390,0,67,940.0096436,101.3962326,202.7986298,670.6390381,500,3868,523,700,26
IS29441.MRG.4.250047609,0,50,193.5914917,14.03206253,73.08300781,479.5088196,NA,2294,NA,400,23
IS29468.MRG.4.250047610,0,70,321.8891602,34.7212944,69.44468689,571.1953735,NA,3009,NA,500,23
IS29472.B064FABXX.1.250009983,0,70,321.8891602,34.7212944,69.44468689,571.1953735,NA,3009,NA,500,23
IS29496.70MUKAAXX.1.250006398,0,70,321.8891602,34.7212944,69.44468689,571.1953735,NA,3009,NA,500,23
IS29565.MRG.4.250047612,0,70,193.5914917,14.03206253,73.08300781,460.4418945,NA,3009,NA,500,23
IS29568.MRG.4.250047613,0,70,193.5914917,14.03206253,73.08300781,460.4418945,NA,3009,NA,500,23
IS29569.70MUKAAXX.1.250006410,0,70,193.5914917,14.03206253,73.08300781,460.4418945,NA,3009,NA,500,23
IS29582.MRG.4.250047614,0,70,193.5914917,14.03206253,73.08300781,460.4418945,NA,3009,NA,500,23
IS29685.D1EYBACXX.1.250138013,0,100,447.8638611,32.46244431,169.0737457,339.3232422,1000,1404,913,100,22
IS29689.MRG.4.250047618,0,90,447.8638611,32.46244431,169.0737457,376.818573,1000,2013,521,400,22
IS29691.70MUKAAXX.1.250006442,0,90,447.8638611,32.46244431,169.0737457,376.818573,1000,2013,521,400,22
IS29714.MRG.4.250047619,0,30,867.7362061,62.89599228,327.5803528,410.0005798,NA,901,508,200,28
IS29733.MRG.4.250047620,0,90,447.8638611,32.46244431,169.0737457,562.4081421,1000,1725,518,400,22
IS29757.D1EYBACXX.1.250138014,0,90,867.7362061,47.08076096,409.7195129,577.5474854,1000,1646,688,200,22
IS29772.MRG.4.250047621,0,100,503.8467712,36.5202446,190.2079315,424.8565979,1000,1404,913,100,23
IS29798.D0D0HACXX.5.250046098,0,70,321.8891602,34.7212944,69.44468689,379.3344116,NA,2166,907,300,28
IS29808.D1EYBACXX.1.250138015,0,60,297.1404114,21.5375824,112.173912,424.6344299,NA,2166,907,300,24
IS29838.D1EYBACXX.1.250138016,0,100,447.8638611,32.46244431,169.0737457,463.3095093,1000,2137,523,500,23
IS29856.D1EYBACXX.1.250138017,0,90,503.8467712,36.5202446,190.2079315,385.0737915,1000,1353,872,100,23
IS29860.D1EYBACXX.1.250138018,0,90,503.8467712,36.5202446,190.2079315,406.335022,1000,1353,872,100,24
IS29866.D1EYBACXX.1.250138019,0,70,297.1404114,21.5375824,112.173912,366.5736694,1000,1253,791,100,23
IS29870.B064FABXX.1.250010000,30,10,503.8467712,36.5202446,190.2079315,439.5725708,NA,2135,508,300,18
IS29872.70MUKAAXX.1.250006454,30,10,503.8467712,36.5202446,190.2079315,439.5725708,NA,2135,508,300,18
IS29876.70MUKAAXX.1.250006466,30,10,503.8467712,36.5202446,190.2079315,439.5725708,NA,2135,508,300,18
IS29911.70MUKAAXX.1.250006383,0,90,447.8638611,32.46244431,169.0737457,394.6386414,1000,1494,979,200,21
IS29914.MRG.4.250047622,0,90,447.8638611,32.46244431,169.0737457,394.6386414,1000,1494,979,200,21
IS29950.MRG.4.250047623,0,70,447.8638611,32.46244431,169.0737457,450.1957397,1000,3137,539,400,19
IS29966.B064FABXX.1.250010012,30,10,503.8467712,36.5202446,190.2079315,439.5725708,NA,2135,508,300,18
IS29977.D0D0HACXX.5.250046099,30,10,503.8467712,36.5202446,190.2079315,439.5725708,NA,2135,508,300,18
IS30024.D1EYBACXX.1.250138020,0,100,940.0096436,101.3962326,202.7986298,453.6233215,NA,4309,792,800,21
IS30079.MRG.4.250047624,0,40,321.8891602,34.7212944,69.44468689,408.2686462,NA,1383,782,300,21
IS30092.MRG.4.250047625,30,10,503.8467712,36.5202446,190.2079315,422.4568176,NA,2135,508,300,18
IS30095.D1EYBACXX.1.250138021,0,40,321.8891602,34.7212944,69.44468689,306.9821777,NA,1711,618,500,18
IS30122.D1EYBACXX.1.250138022,0,100,447.8638611,32.46244431,169.0737457,444.1971741,1000,1404,913,100,21
IS30145.D1EYBACXX.1.250138023,0,100,116.9999924,7.259714127,69.35140228,573.0523071,NA,4309,792,800,23
IS30175.70MUKAAXX.1.250006391,0,100,116.9999924,7.259714127,69.35140228,510.2177124,1000,1404,913,100,23
IS30205.D0D0HACXX.5.250046101,20,0,116.9999924,7.259714127,69.35140228,462.829071,1000,1404,913,100,24
IS30207.B064FABXX.1.250010024,20,0,116.9999924,7.259714127,69.35140228,462.829071,1000,1404,913,100,24
IS30213.D1EYBACXX.1.250138024,0,60,193.5914917,14.03206253,73.08300781,466.993103,NA,2166,907,300,23
IS30231.MRG.4.250047626,0,100,503.8467712,36.5202446,190.2079315,423.811615,NA,NA,NA,NA,26
IS30572.MRG.4.250047640,0,60,503.8467712,36.5202446,190.2079315,453.7034607,NA,2267,816,500,23
IS30619.B064FABXX.1.250009957,0,30,297.1404114,21.5375824,112.173912,596.4394531,NA,2823,NA,400,22
IS3073.628P7AAXX.7.250007019,0,100,503.8467712,27.33721352,237.9016266,574.0646973,NA,3019,1060,700,22
IS30748.B064FABXX.1.250009968,0,0,321.8891602,34.7212944,69.44468689,444.9191284,NA,2078,NA,500,23
IS3075.C1AB3ACXX.7.250137273,0,100,297.1404114,16.12194824,140.3009796,566.9837646,NA,2927,1018,600,20
IS30838.MRG.4.250047641,0,0,447.8638611,24.29974937,211.4681396,377.9711304,NA,2078,NA,500,28
IS30853.D1EYBACXX.1.250138038,0,100,503.8467712,36.5202446,190.2079315,435.4742126,NA,3019,1060,700,NA
IS30855.D1EYBACXX.1.250138039,0,100,940.0096436,101.3962326,202.7986298,385.3502808,NA,NA,NA,NA,25
IS30858.D1EYBACXX.1.250138040,100,0,312,21.55355644,156.7319489,391.6600037,NA,NA,NA,NA,25
IS30860.D1EYBACXX.1.250138041,0,40,485.1662903,52.33354568,104.6702576,406.2173462,NA,1740,NA,300,24
IS30864.D1EYBACXX.1.250138042,100,0,312,21.55355644,156.7319489,373.3454285,NA,NA,NA,NA,21
IS30867.D1EYBACXX.1.250138043,20,0,104,6.4530797,61.64570236,461.4248657,NA,4826,NA,400,18
IS30868.D1EYBACXX.1.250138044,100,0,104,6.4530797,61.64570236,471.0292664,NA,4826,NA,400,20
IS31043.MRG.4.250047642,60,10,545.8120117,67.43858337,124.3141403,422.8228149,0,4109,371,700,21
IS31179.B064FABXX.1.250010013,50,10,116.9999924,7.259714127,69.35140228,535.6129761,NA,NA,NA,NA,27
IS31186.MRG.4.250047643,10,0,545.8120117,67.43858337,124.3141403,519.9143066,NA,4321,NA,400,21
IS31195.B064FABXX.1.250010025,10,0,201.5,12.502841,119.4385452,528.3459473,0,4109,371,700,24
IS31202.B064FABXX.1.250009940,50,10,104,6.4530797,61.64570236,491.4911499,NA,NA,NA,NA,21
IS31299.B064FABXX.1.250009980,20,20,312,21.55355644,156.7319489,506.2858276,NA,7132,NA,NA,25
IS31446.MRG.4.250047644,20,20,350.999939,24.24774933,176.32341,651.9349976,NA,4548,NA,NA,26
IS31533.B064FABXX.1.250009958,20,20,116.9999924,7.259714127,69.35140228,618.6018066,NA,4548,NA,NA,19
