Taxa,sol_VH,sol_Mo,tot,lab,occ,stp,PHO,PNZ,POL,TP,extP
SEEDGWAS2229:MRG:4:250062292,0,70,503.8467712,36.5202446,190.2079315,364.5405579,NA,3204,620,400,NA
SEEDGWAS223:MRG:4:250056174,0,80,503.8467712,36.5202446,190.2079315,587.1365356,NA,2933,839,600,NA
SEEDGWAS2231:MRG:4:250062293,0,0,321.8891602,34.7212944,69.44468689,371.6811523,NA,4446,NA,300,NA
SEEDGWAS2232:MRG:4:250062294,0,0,321.8891602,34.7212944,69.44468689,371.6811523,NA,4446,NA,300,NA
SEEDGWAS2233:MRG:4:250062295,0,0,321.8891602,34.7212944,69.44468689,371.6811523,NA,4446,NA,300,NA
SEEDGWAS2234:MRG:4:250062296,20,15,209.7156677,22.62144661,45.24427032,250.7897186,NA,2464,NA,400,NA
SEEDGWAS2235:MRG:4:250062297,20,15,503.8467712,43.10734177,87.04179382,338.9963074,NA,2464,NA,400,NA
SEEDGWAS2236:MRG:4:250062298,20,15,503.8467712,43.10734177,87.04179382,338.9963074,NA,2464,NA,400,NA
SEEDGWAS2237:MRG:4:250062299,0,0,201.5,12.502841,119.4385452,396.3464355,NA,5095,NA,400,NA
SEEDGWAS2238:MRG:4:250062300,0,30,206.9999847,14.29995537,103.9856186,481.7064514,NA,5304,NA,400,NA
SEEDGWAS2239:MRG:4:250062301,0,30,206.9999847,14.29995537,103.9856186,481.7064514,NA,5304,NA,400,NA
SEEDGWAS2240:MRG:4:250062302,0,0,44.95454407,2.789377451,26.64667702,523.2752686,NA,4609,NA,400,NA
SEEDGWAS2241:MRG:4:250062303,10,70,193.5914917,16.56299973,33.44380188,280.275177,NA,2902,NA,400,NA
SEEDGWAS2244:MRG:4:250062304,0,50,272.3787231,14.77845192,128.6092072,647.4835815,NA,3820,NA,NA,NA
SEEDGWAS2250:MRG:4:250062310,0,67,1323.805298,142.7952271,285.5990906,1064.418091,NA,3820,NA,NA,NA
SEEDGWAS2251:MRG:4:250062311,0,0,184.4893646,9.68871212,81.26031494,654.0217285,NA,2678,555,600,NA
SEEDGWAS2252:MRG:4:250062312,0,100,184.4893646,9.68871212,81.26031494,552.1688843,2900,1361,774,500,NA
SEEDGWAS2253:MRG:4:250062313,0,100,184.4893646,9.68871212,81.26031494,466.1404114,2900,1430,830,500,NA
SEEDGWAS2254:MRG:4:250062314,0,100,184.4893646,9.68871212,81.26031494,466.1404114,2900,1430,830,500,NA
SEEDGWAS2255:MRG:4:250062315,0,60,184.4893646,15.78425407,31.8713665,359.5988159,NA,2706,NA,500,NA
SEEDGWAS2256:MRG:4:250062316,0,100,272.3787231,19.74278259,102.826088,794.583374,200,4727,650,700,NA
SEEDGWAS2257:MRG:4:250062317,0,0,NA,NA,NA,NA,NA,2933,839,600,NA
SEEDGWAS2258:MRG:4:250062318,0,95,297.1404114,25.42227936,51.33234406,736.2993164,2800,1956,866,500,NA
SEEDGWAS2259:MRG:4:250062319,60,40,189.75,13.10829258,95.32015991,346.7745972,1000,2713,NA,500,NA
SEEDGWAS2260:MRG:4:250068692,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2261:MRG:4:250068693,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2262:MRG:4:250062320,100,0,604.5,41.7600174,303.6681519,489.7269897,NA,NA,NA,NA,NA
SEEDGWAS2263:MRG:4:250068694,0,100,184.4893646,9.68871212,81.26031494,408.0056458,2900,1430,830,500,NA
SEEDGWAS2264:MRG:4:250062321,0,100,321.8891602,34.7212944,69.44468689,414.0222168,4000,1112,776,500,NA
SEEDGWAS2265:MRG:4:250062322,0,100,394.1975708,42.52099991,85.04458618,400.3514099,4000,1112,776,500,NA
SEEDGWAS2266:MRG:4:250062323,0,100,321.8891602,34.7212944,69.44468689,467.0150757,4000,1112,776,500,NA
SEEDGWAS2267:MRG:4:250062324,0,100,184.4893646,9.68871212,81.26031494,616.9655762,NA,NA,NA,NA,NA
SEEDGWAS2268:MRG:4:250062325,0,100,184.4893646,9.68871212,81.26031494,616.9655762,NA,NA,NA,NA,NA
SEEDGWAS2269:MRG:4:250068695,0,100,321.8891602,39.77147675,73.31347656,582.8699341,NA,NA,NA,NA,NA
SEEDGWAS2270:MRG:4:250062326,0,100,321.8891602,34.7212944,69.44468689,452.6957092,4000,1112,776,500,NA
SEEDGWAS2271:MRG:4:250068696,0,100,394.1975708,42.52099991,85.04458618,454.3595886,4000,1112,776,500,NA
SEEDGWAS2272:MRG:4:250062327,0,0,503.8467712,36.5202446,190.2079315,414.4745178,NA,2678,555,600,NA
SEEDGWAS2273:MRG:4:250062328,0,60,184.4893646,15.78425407,31.8713665,358.0928345,NA,2706,NA,500,NA
SEEDGWAS2274:MRG:4:250062329,0,60,184.4893646,15.78425407,31.8713665,397.3350525,NA,2706,NA,500,NA
SEEDGWAS2275:MRG:4:250062330,20,10,116.9999924,7.259714127,69.35140228,333.0287476,600,3661,NA,500,NA
SEEDGWAS2276:MRG:4:250062331,25,45,321.8891602,34.7212944,69.44468689,338.48526,100,4012,371,700,NA
SEEDGWAS228:MRG:4:250056177,70,30,206.9999847,14.29995537,103.9856186,352.6515198,1000,5928,NA,700,NA
SEEDGWAS229:MRG:4:250056178,70,0,206.9999847,14.29995537,103.9856186,352.6515198,1000,5532,NA,600,NA
SEEDGWAS230:MRG:4:250056179,0,100,206.9999847,14.29995537,103.9856186,448.0222473,NA,NA,NA,NA,NA
SEEDGWAS2311:MRG:4:250070007,0,40,NA,NA,NA,884.1221313,NA,4972,NA,800,NA
SEEDGWAS2312:MRG:4:250062386,0,80,272.3787231,19.74278259,102.826088,444.2902222,NA,3717,848,700,NA
SEEDGWAS2313:MRG:4:250070008,0,40,NA,NA,NA,884.1221313,NA,4972,NA,800,NA
SEEDGWAS2314:MRG:4:250062388,0,40,NA,NA,NA,1275.430908,NA,7042,NA,1100,NA
SEEDGWAS2317:MRG:4:250070009,0,40,940.0096436,101.3962326,202.7986298,804.5196533,NA,4972,NA,800,NA
SEEDGWAS2322:MRG:4:250062391,0,60,NA,NA,NA,652.9361572,1000,3483,523,600,NA
SEEDGWAS2323:MRG:4:250070010,0,60,NA,NA,NA,859.2705688,NA,5874,NA,1000,NA
SEEDGWAS2327:MRG:4:250070011,0,100,297.1404114,25.42227936,51.33234406,831.9223633,NA,1800,1089,600,NA
SEEDGWAS233:MRG:4:250056181,70,0,209.7156677,22.62144661,45.24427032,281.8284607,1000,2990,NA,400,NA
SEEDGWAS2331:MRG:4:250062398,0,70,272.3787231,14.30434036,119.9721069,1171.144897,NA,1939,NA,500,NA
SEEDGWAS2333:MRG:4:250070012,0,80,297.1404114,21.5375824,112.173912,637.8920288,NA,3932,NA,700,NA
SEEDGWAS2334:MRG:4:250062401,0,60,297.1404114,16.12194824,140.3009796,481.2540894,NA,2827,NA,500,NA
SEEDGWAS2335:MRG:4:250062402,0,60,NA,NA,NA,694.0072632,NA,2827,NA,500,NA
SEEDGWAS2336:MRG:4:250062403,0,0,NA,NA,NA,797.8606567,NA,2827,NA,500,NA
SEEDGWAS2337:MRG:4:250062404,0,60,NA,NA,NA,797.8606567,NA,5874,NA,1000,NA
SEEDGWAS2339:MRG:4:250062405,0,70,321.8891602,39.77147675,73.31347656,1138.536743,NA,3072,NA,NA,NA
SEEDGWAS234:MRG:4:250056182,0,0,116.9999924,7.259714127,69.35140228,513.5429077,NA,4817,NA,400,NA
SEEDGWAS2342:MRG:4:250062406,20,60,NA,NA,NA,964.5320435,NA,5103,NA,900,NA
SEEDGWAS2343:MRG:4:250070015,0,100,321.8891602,34.7212944,69.44468689,1087.634888,NA,2336,NA,600,NA
SEEDGWAS2350:MRG:4:250062413,0,60,NA,NA,NA,775.9605713,NA,2827,NA,500,NA
SEEDGWAS2351:MRG:4:250070016,0,40,NA,NA,NA,879.149231,NA,6259,NA,1000,NA
SEEDGWAS2352:MRG:4:250070017,0,100,940.0096436,101.3962326,202.7986298,719.9978027,NA,NA,NA,NA,NA
SEEDGWAS2353:MRG:4:250062414,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2354:MRG:4:250062415,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070018,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070035,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070131,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070281,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070411,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2355:MRG:4:250070511,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS236:MRG:4:250056184,0,0,321.8891602,34.7212944,69.44468689,471.6848145,0,4655,371,900,NA
SEEDGWAS2360:MRG:4:250062418,0,40,NA,NA,NA,801.2469482,NA,4972,NA,800,NA
SEEDGWAS2361:MRG:4:250070020,0,60,NA,NA,NA,599.6995239,NA,5874,NA,1000,NA
SEEDGWAS2363:MRG:4:250062420,20,60,NA,NA,NA,964.5320435,NA,5103,NA,900,NA
SEEDGWAS2365:MRG:4:250062421,0,40,NA,NA,NA,879.149231,NA,4972,NA,800,NA
SEEDGWAS2366:MRG:4:250062422,0,40,867.7362061,45.57035446,382.2037048,636.5147095,NA,2540,NA,600,NA
SEEDGWAS2367:MRG:4:250062423,0,70,297.1404114,21.5375824,112.173912,825.9944458,NA,1939,NA,500,NA
SEEDGWAS2368:MRG:4:250070021,0,30,NA,NA,NA,931.0108643,NA,5501,NA,900,NA
SEEDGWAS2370:MRG:4:250070022,0,20,NA,NA,NA,559.3971558,NA,5391,NA,900,NA
SEEDGWAS2371:MRG:4:250062425,0,20,NA,NA,NA,559.3971558,NA,5391,NA,900,NA
SEEDGWAS2373:MRG:4:250070023,0,20,NA,NA,NA,559.3971558,NA,5391,NA,900,NA
SEEDGWAS2374:MRG:4:250062426,0,20,NA,NA,NA,559.3971558,NA,5391,NA,900,NA
SEEDGWAS2377:MRG:4:250062427,0,100,272.3787231,19.74278259,102.826088,873.6370239,NA,3250,588,600,NA
SEEDGWAS2378:MRG:4:250070024,0,100,272.3787231,19.74278259,102.826088,873.6370239,NA,3250,588,600,NA
SEEDGWAS2379:MRG:4:250062428,0,100,272.3787231,19.74278259,102.826088,873.6370239,NA,3250,588,600,NA
SEEDGWAS2380:MRG:4:250062429,0,100,272.3787231,19.74278259,102.826088,873.6370239,NA,3250,588,600,NA
SEEDGWAS2381:MRG:4:250070025,0,100,272.3787231,19.74278259,102.826088,873.6370239,NA,3250,588,600,NA
SEEDGWAS2383:MRG:4:250062430,0,100,NA,NA,NA,654.4013672,2900,2258,766,500,NA
SEEDGWAS2384:MRG:4:250070026,0,80,867.7362061,62.89599228,327.5803528,661.8512573,1000,3483,523,600,NA
SEEDGWAS2385:MRG:4:250070027,0,0,NA,NA,NA,843.8786011,NA,6264,NA,1000,NA
SEEDGWAS2386:MRG:4:250070028,0,100,1323.805298,142.7952271,285.5990906,916.3796387,NA,3007,NA,NA,NA
SEEDGWAS2387:MRG:4:250070029,0,100,1323.805298,163.5646515,301.5098877,626.9082642,NA,3518,NA,NA,NA
SEEDGWAS2388:MRG:4:250070030,0,100,1323.805298,163.5646515,301.5098877,626.9082642,NA,3250,588,600,NA
SEEDGWAS2389:MRG:4:250062431,0,70,321.8891602,39.77147675,73.31347656,1138.536743,NA,3072,NA,NA,NA
SEEDGWAS2401:MRG:4:250062438,0,80,503.8467712,36.5202446,190.2079315,386.0928955,NA,2977,697,500,NA
SEEDGWAS2403:MRG:4:250062439,60,10,NA,NA,NA,592.8151855,800,4568,NA,600,NA
SEEDGWAS2407:MRG:4:250062443,100,0,201.5,12.502841,119.4385452,528.8728027,NA,5304,NA,400,NA
SEEDGWAS242:MRG:4:250056191,0,30,201.5,12.502841,119.4385452,542.7805176,NA,5304,NA,400,NA
SEEDGWAS2423:MRG:4:250062451,0,100,116.9999924,7.259714127,69.35140228,424.860199,NA,3983,NA,300,NA
SEEDGWAS2424:MRG:4:250070042,0,40,NA,NA,NA,818.3304443,NA,4972,NA,800,NA
SEEDGWAS2425:MRG:4:250070043,0,40,NA,NA,NA,884.1221313,NA,4972,NA,800,NA
SEEDGWAS2426:MRG:4:250062452,0,60,NA,NA,NA,884.1221313,NA,2827,NA,500,NA
SEEDGWAS2429:MRG:4:250070046,0,20,193.5914917,14.03206253,73.08300781,504.5524902,1000,2245,529,500,NA
SEEDGWAS243:MRG:4:250059017,60,20,206.9999847,14.29995537,103.9856186,498.6353149,800,3073,NA,500,NA
SEEDGWAS2433:MRG:4:250062453,0,50,485.1662903,59.9454155,110.5014648,768.1884155,300,2875,633,600,NA
SEEDGWAS2434:MRG:4:250070050,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2435:MRG:4:250062454,0,100,189.75,13.10829258,95.32015991,1026.972412,NA,NA,NA,NA,NA
SEEDGWAS2436:MRG:4:250070051,0,80,867.7362061,62.89599228,327.5803528,798.5148315,500,3679,624,600,NA
SEEDGWAS2437:MRG:4:250062455,0,100,189.75,13.10829258,95.32015991,1026.972412,NA,NA,NA,NA,NA
SEEDGWAS2438:MRG:4:250070052,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2439:MRG:4:250070053,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2440:MRG:4:250062456,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2441:MRG:4:250062457,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2442:MRG:4:250062458,0,100,503.8467712,36.5202446,190.2079315,1038.889526,NA,3250,588,600,NA
SEEDGWAS2443:MRG:4:250062459,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS246:MRG:4:250059018,10,0,44.95454407,2.789377451,26.64667702,362.811554,NA,2790,485,300,NA
SEEDGWAS2462:MRG:4:250070069,0,100,867.7362061,74.24043274,149.9053345,600.0172729,4400,1770,1330,600,NA
SEEDGWAS2464:MRG:4:250070070,0,60,867.7362061,62.89599228,327.5803528,595.7181396,NA,2827,NA,500,NA
SEEDGWAS2466:MRG:4:250070071,0,60,NA,NA,NA,599.6995239,NA,2827,NA,500,NA
SEEDGWAS2467:MRG:4:250070072,0,60,NA,NA,NA,802.7061157,NA,2827,NA,500,NA
SEEDGWAS2468:MRG:4:250070073,0,100,NA,NA,NA,803.7008667,NA,NA,NA,NA,NA
SEEDGWAS2469:MRG:4:250070074,0,60,NA,NA,NA,735.0278931,NA,2827,NA,500,NA
SEEDGWAS247:MRG:4:250059019,10,0,44.95454407,2.789377451,26.64667702,362.811554,NA,2790,485,300,NA
SEEDGWAS2470:MRG:4:250070075,0,100,940.0096436,101.3962326,202.7986298,578.338623,NA,NA,NA,NA,NA
SEEDGWAS2472:MRG:4:250070076,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2473:MRG:4:250062462,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2474:MRG:4:250062463,0,60,NA,NA,NA,735.0278931,NA,2827,NA,500,NA
SEEDGWAS2475:MRG:4:250062464,0,100,1323.805298,163.5646515,301.5098877,1110.489868,NA,3250,588,600,NA
SEEDGWAS2476:MRG:4:250062465,0,100,867.7362061,74.24043274,149.9053345,600.0172729,4400,1770,1330,600,NA
SEEDGWAS2479:MRG:4:250062467,0,50,NA,NA,NA,799.3469849,0,5289,524,900,NA
SEEDGWAS2480:MRG:4:250062468,0,10,NA,NA,NA,906.2702637,NA,6259,NA,1000,NA
SEEDGWAS2481:MRG:4:250062469,0,60,NA,NA,NA,900.7983398,NA,2827,NA,500,NA
SEEDGWAS2482:MRG:4:250070078,0,60,NA,NA,NA,884.1221313,NA,2827,NA,500,NA
SEEDGWAS249:MRG:4:250059020,0,0,193.5914917,14.03206253,73.08300781,303.4364014,NA,4609,NA,400,NA
SEEDGWAS2490:MRG:4:250062473,0,60,NA,NA,NA,859.2705688,NA,5874,NA,1000,NA
SEEDGWAS2491:MRG:4:250070082,0,80,297.1404114,21.5375824,112.173912,637.8920288,NA,3932,NA,700,NA
SEEDGWAS2494:MRG:4:250062474,0,0,867.7362061,47.08076096,409.7195129,695.3326416,NA,2582,547,500,NA
SEEDGWAS2495:MRG:4:250062475,0,80,867.7362061,62.89599228,327.5803528,798.5148315,500,3679,624,600,NA
SEEDGWAS2496:MRG:4:250062476,0,80,867.7362061,62.89599228,327.5803528,798.5148315,500,3679,624,600,NA
SEEDGWAS2497:MRG:4:250070086,0,100,940.0096436,101.3962326,202.7986298,600.3584595,NA,4972,NA,800,NA
SEEDGWAS2498:MRG:4:250062477,0,60,NA,NA,NA,816.9433594,NA,2827,NA,500,NA
SEEDGWAS2499:MRG:4:250070087,0,40,NA,NA,NA,651.5322876,NA,4972,NA,800,NA
SEEDGWAS250:MRG:4:250059021,0,100,44.95454407,2.789377451,26.64667702,311.4422607,1000,1404,913,100,NA
SEEDGWAS2501:MRG:4:250062509,0,70,867.7362061,45.57035446,382.2037048,590.7744141,NA,3542,NA,700,NA
SEEDGWAS2502:MRG:4:250062510,0,60,297.1404114,21.5375824,112.173912,1121.358276,1400,2054,571,500,NA
SEEDGWAS2504:MRG:4:250062511,0,10,NA,NA,NA,799.3469849,NA,6259,NA,1000,NA
SEEDGWAS2507:MRG:4:250062512,0,80,867.7362061,62.89599228,327.5803528,798.5148315,500,3679,624,600,NA
SEEDGWAS2508:MRG:4:250062513,0,80,1323.805298,163.5646515,301.5098877,1110.489868,500,3679,624,600,NA
SEEDGWAS251:MRG:4:250059022,100,0,44.95454407,2.789377451,26.64667702,462.089386,1000,1888,NA,300,NA
SEEDGWAS2511:MRG:4:250062514,0,10,NA,NA,NA,951.5601807,NA,6326,NA,1000,NA
SEEDGWAS2513:MRG:4:250062516,0,70,1323.805298,163.5646515,301.5098877,457.6881104,NA,3204,620,400,NA
SEEDGWAS2518:MRG:4:250062520,30,25,44.95454407,2.789377451,26.64667702,313.8808289,NA,4638,NA,500,NA
SEEDGWAS2521:MRG:4:250062522,0,0,69,4.281369686,40.89954758,378.3582153,NA,4609,NA,400,NA
SEEDGWAS2522:MRG:4:250062523,0,70,1323.805298,142.7952271,285.5990906,386.6004028,NA,2918,755,500,NA
SEEDGWAS2527:MRG:4:250062527,0,30,201.5,12.502841,119.4385452,566.1428223,NA,3768,526,600,NA
SEEDGWAS2528:MRG:4:250062528,0,80,576.7180786,71.25722504,131.353302,710.0881958,NA,2143,NA,700,NA
SEEDGWAS2530:MRG:4:250062529,0,70,272.3787231,19.74278259,102.826088,1156.445313,NA,NA,NA,NA,NA
SEEDGWAS2531:MRG:4:250062530,0,70,272.3787231,19.74278259,102.826088,1156.445313,NA,NA,NA,NA,NA
SEEDGWAS2533:MRG:4:250062531,20,60,NA,NA,NA,964.5320435,NA,5103,NA,900,NA
SEEDGWAS2535:MRG:4:250062532,20,50,297.1404114,21.5375824,112.173912,743.4179077,300,4182,554,700,NA
SEEDGWAS254:MRG:4:250059023,0,100,940.0096436,101.3962326,202.7986298,535.4915771,NA,NA,NA,NA,NA
SEEDGWAS2558:MRG:4:250062536,20,70,116.9999924,7.259714127,69.35140228,472.1900024,17,4933,510,700,NA
SEEDGWAS256:MRG:4:250059024,0,0,69,4.281369686,40.89954758,454.0857849,NA,2221,508,200,NA
SEEDGWAS2560:MRG:4:250062537,0,80,272.3787231,19.74278259,102.826088,722.1141357,700,4043,532,500,NA
SEEDGWAS2561:MRG:4:250062538,0,80,867.7362061,62.89599228,327.5803528,798.5148315,500,3679,624,600,NA
SEEDGWAS2562:MRG:4:250062539,0,30,321.8891602,39.77147675,73.31347656,619.9072876,800,3455,529,500,NA
SEEDGWAS2563:MRG:4:250062540,0,70,272.3787231,19.74278259,102.826088,1156.445313,NA,NA,NA,NA,NA
SEEDGWAS2564:MRG:4:250062541,0,100,867.7362061,45.57035446,382.2037048,764.2702026,2900,1807,718,500,NA
SEEDGWAS2566:MRG:4:250062542,0,20,NA,NA,NA,1275.430908,NA,3868,NA,600,NA
SEEDGWAS257:MRG:4:250059025,0,0,44.95454407,2.789377451,26.64667702,484.9064941,NA,4609,NA,400,NA
SEEDGWAS2572:MRG:4:250062543,0,100,321.8891602,34.7212944,69.44468689,667.7362671,3000,1774,794,500,NA
SEEDGWAS2577:MRG:4:250062544,0,30,NA,NA,NA,1097.832764,NA,5501,NA,900,NA
SEEDGWAS2578:MRG:4:250062545,0,10,NA,NA,NA,951.5601807,NA,3579,NA,600,NA
SEEDGWAS2579:MRG:4:250070088,0,60,297.1404114,21.5375824,112.173912,637.8920288,NA,2827,NA,500,NA
SEEDGWAS258:MRG:4:250059026,0,0,44.95454407,2.789377451,26.64667702,484.9064941,NA,4609,NA,400,NA
SEEDGWAS2580:MRG:4:250070089,0,60,297.1404114,21.5375824,112.173912,637.8920288,NA,2827,NA,500,NA
SEEDGWAS2581:MRG:4:250070090,0,100,867.7362061,45.57035446,382.2037048,551.3502808,2900,2258,766,500,NA
SEEDGWAS2582:MRG:4:250070091,0,20,NA,NA,NA,683.4284058,NA,5391,NA,900,NA
SEEDGWAS2585:MRG:4:250070092,0,60,297.1404114,21.5375824,112.173912,637.8920288,NA,2827,NA,500,NA
SEEDGWAS2589:MRG:4:250070094,0,80,940.0096436,116.1442337,214.0965729,1044.834351,NA,2848,892,600,NA
SEEDGWAS259:MRG:4:250059027,0,100,44.95454407,2.789377451,26.64667702,457.8094177,1000,1404,913,100,NA
SEEDGWAS2590:MRG:4:250070095,0,100,321.8891602,39.77147675,73.31347656,974.7633667,500,3679,624,600,NA
SEEDGWAS2593:MRG:4:250070096,0,100,545.8120117,67.43858337,124.3141403,766.1837158,NA,3250,588,600,NA
SEEDGWAS2594:MRG:4:250070097,40,55,350.999939,24.24774933,176.32341,1012.362732,400,4374,NA,700,NA
SEEDGWAS2595:MRG:4:250062546,40,40,297.1404114,21.5375824,112.173912,789.4822998,700,3082,NA,500,NA
SEEDGWAS2596:MRG:4:250068732,0,20,NA,NA,NA,683.4284058,NA,5391,NA,900,NA
SEEDGWAS2597:MRG:4:250062547,0,10,NA,NA,NA,951.5601807,NA,3579,NA,600,NA
SEEDGWAS2598:MRG:4:250068733,0,100,321.8891602,34.7212944,69.44468689,667.7362671,3000,1774,794,500,NA
SEEDGWAS2599:MRG:4:250068734,0,100,940.0096436,101.3962326,202.7986298,662.140625,2900,2258,766,500,NA
SEEDGWAS260:MRG:4:250059028,0,100,193.5914917,14.03206253,73.08300781,306.0213928,1000,1404,913,100,NA
SEEDGWAS2600:MRG:4:250062548,0,100,867.7362061,45.57035446,382.2037048,764.2702026,2900,1807,718,500,NA
SEEDGWAS2601:MRG:4:250062549,0,80,1323.805298,163.5646515,301.5098877,1110.489868,500,3679,624,600,NA
SEEDGWAS2602:MRG:4:250068735,0,100,867.7362061,45.57035446,382.2037048,592.9442139,2900,2258,766,500,NA
SEEDGWAS2603:MRG:4:250068736,0,67,867.7362061,45.57035446,382.2037048,551.3502808,2900,2258,766,500,NA
SEEDGWAS2605:MRG:4:250062550,0,10,NA,NA,NA,951.5601807,NA,3579,NA,600,NA
SEEDGWAS2607:MRG:4:250068737,0,80,297.1404114,21.5375824,112.173912,637.8920288,NA,3932,NA,700,NA
SEEDGWAS2608:MRG:4:250068738,0,100,867.7362061,45.57035446,382.2037048,592.9442139,2900,2258,766,500,NA
SEEDGWAS2609:MRG:4:250062551,40,20,1323.805298,142.7952271,285.5990906,424.2837219,NA,4221,NA,400,NA
SEEDGWAS2610:MRG:4:250062552,0,80,350.999939,24.24774933,176.32341,493.6993408,1000,2755,523,400,NA
SEEDGWAS2611:MRG:4:250062553,0,0,604.5,41.7600174,303.6681519,577.3079224,NA,5304,NA,400,NA
SEEDGWAS2613:MRG:4:250062554,0,0,604.5,41.7600174,303.6681519,577.3079224,NA,5304,NA,400,NA
SEEDGWAS2614:MRG:4:250062555,0,30,604.5,41.7600174,303.6681519,516.7528076,NA,5304,NA,400,NA
SEEDGWAS2615:MRG:4:250062556,0,30,604.5,41.7600174,303.6681519,516.7528076,NA,5304,NA,400,NA
SEEDGWAS2616:MRG:4:250062557,0,30,940.0096436,101.3962326,202.7986298,554.498291,NA,3768,526,600,NA
SEEDGWAS2617:MRG:4:250062558,0,30,604.5,41.7600174,303.6681519,526.7365723,NA,3768,526,600,NA
SEEDGWAS2618:MRG:4:250062559,0,30,604.5,41.7600174,303.6681519,526.7365723,NA,3768,526,600,NA
SEEDGWAS2619:MRG:4:250062560,0,30,604.5,41.7600174,303.6681519,526.7365723,NA,3768,526,600,NA
SEEDGWAS2620:MRG:4:250062561,0,80,363.8893433,26.37573242,137.3723907,703.7072754,NA,2933,839,600,NA
SEEDGWAS2621:MRG:4:250068739,0,100,NA,NA,NA,559.3971558,NA,2546,866,600,NA
SEEDGWAS2622:MRG:4:250068740,0,100,272.3787231,14.30434036,119.9721069,766.1130371,2900,1807,718,500,NA
SEEDGWAS2623:MRG:4:250068741,0,100,867.7362061,45.57035446,382.2037048,590.0841675,NA,3820,NA,NA,NA
SEEDGWAS2625:MRG:4:250062562,0,80,1323.805298,163.5646515,301.5098877,1110.489868,500,3679,624,600,NA
SEEDGWAS2626:MRG:4:250068742,0,100,867.7362061,45.57035446,382.2037048,734.6328735,2900,2258,766,500,NA
SEEDGWAS2627:MRG:4:250062563,0,80,1323.805298,163.5646515,301.5098877,1110.489868,500,3679,624,600,NA
SEEDGWAS2628:MRG:4:250062564,0,70,321.8891602,39.77147675,73.31347656,1138.536743,NA,1939,NA,500,NA
SEEDGWAS263:MRG:4:250059029,10,0,44.95454407,2.789377451,26.64667702,358.827179,NA,2790,485,300,NA
SEEDGWAS2630:MRG:4:250062566,0,100,867.7362061,45.57035446,382.2037048,764.2702026,2900,1807,718,500,NA
SEEDGWAS2631:MRG:4:250068743,0,40,321.8891602,34.7212944,69.44468689,1246.589844,NA,1740,NA,500,NA
SEEDGWAS2632:MRG:4:250068745,0,100,297.1404114,15.60473537,130.8786774,570.2605591,NA,NA,NA,NA,NA
SEEDGWAS2633:MRG:4:250068746,0,100,297.1404114,15.60473537,130.8786774,610.7371826,NA,NA,NA,NA,NA
SEEDGWAS2634:MRG:4:250068747,0,70,867.7362061,45.57035446,382.2037048,734.6328735,NA,3542,NA,700,NA
SEEDGWAS2635:MRG:4:250068748,0,100,1323.805298,163.5646515,301.5098877,666.9124756,NA,3518,NA,NA,NA
SEEDGWAS2636:MRG:4:250068749,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2637:MRG:4:250062567,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2638:MRG:4:250062568,0,40,940.0096436,101.3962326,202.7986298,581.9896851,NA,2540,NA,600,NA
SEEDGWAS2639:MRG:4:250068750,0,80,485.1662903,52.33354568,104.6702576,607.3352661,NA,2143,NA,700,NA
SEEDGWAS264:MRG:4:250059030,0,100,44.95454407,2.789377451,26.64667702,375.5288086,1000,1404,913,100,NA
